target,surrogate,bulk_R2,bulk_coincident_recovery,bulk,coincident count,bin_r2,bin_target/surrogate_ratio,bin_coincident_recovery
BTH-T087,BTH-T093,0.916798784,0.382235094,all,73646,0.916798784,0.971330581,0.382235094
BTH-T087,BTH-T093,0.916798784,0.382235094,all,73646,0.916798784,0.971330581,0.382235094
BTH-T087,BTH-T090,0.915357575,0.424976125,all,81881,0.915357575,0.951616549,0.424976125
BTH-T087,BTH-T090,0.915357575,0.424976125,all,81881,0.915357575,0.951616549,0.424976125
BTH-T087,BTH-T068,0.914902427,0.551263287,all,106213,0.914902427,1.013788556,0.551263287
BTH-T087,BTH-T068,0.914902427,0.551263287,all,106213,0.914902427,1.013788556,0.551263287
BTH-T088,BTH-T087,0.961031866,0.593059708,all,87021,0.960805698,0.940421067,0.583880729
BTH-T088,BTH-T087,0.961031866,0.593059708,all,87021,0.960805698,0.940421067,0.583880729
BTH-T088,BTH-T089,0.95361665,0.446318095,all,72024,0.954655846,0.926506263,0.48325606
BTH-T088,BTH-T089,0.95361665,0.446318095,all,72024,0.954655846,0.926506263,0.48325606
BTH-T088,BTH-T086,0.944892879,0.602775702,all,89092,0.948819756,0.976561702,0.597776421
BTH-T088,BTH-T086,0.944892879,0.602775702,all,89092,0.948819756,0.976561702,0.597776421
BTH-T088,BTH-T069,0.91891085,0.438626266,all,69918,0.921592099,0.97339995,0.469125531
BTH-T088,BTH-T069,0.91891085,0.438626266,all,69918,0.921592099,0.97339995,0.469125531
BTH-T088,BTH-T065,0.916731681,0.527928293,all,83433,0.916928283,0.933851512,0.559806494
BTH-T088,BTH-T065,0.916731681,0.527928293,all,83433,0.916928283,0.933851512,0.559806494
BTH-T088,BTH-T090,0.916705067,0.428697476,all,64003,0.915950175,0.896138062,0.429437932
BTH-T088,BTH-T090,0.916705067,0.428697476,all,64003,0.915950175,0.896138062,0.429437932
BTH-T088,BTH-T098,0.913780394,0.273713876,all,41919,0.918318743,0.93830314,0.281261952
BTH-T088,BTH-T098,0.913780394,0.273713876,all,41919,0.918318743,0.93830314,0.281261952
BTH-T088,BTH-T068,0.9123269,0.569953081,all,89907,0.913782692,0.952139965,0.603244788
BTH-T088,BTH-T068,0.9123269,0.569953081,all,89907,0.913782692,0.952139965,0.603244788
BTH-T088,BTH-T093,0.911097043,0.379551777,all,56471,0.910078761,0.90949155,0.378900825
BTH-T088,BTH-T093,0.911097043,0.379551777,all,56471,0.910078761,0.90949155,0.378900825
BTH-T088,BTH-T082,0.91032138,0.512664009,all,73433,0.913550434,0.892571049,0.492709962
BTH-T088,BTH-T082,0.91032138,0.512664009,all,73433,0.913550434,0.892571049,0.492709962
BTH-T089,BTH-T088,0.95361665,0.446318095,all,72024,0.954655846,1.079323519,0.48325606
BTH-T089,BTH-T088,0.95361665,0.446318095,all,72024,0.954655846,1.079323519,0.48325606
BTH-T089,BTH-T087,0.948310988,0.448170985,all,86350,0.948310988,1.016587718,0.448170985
BTH-T089,BTH-T087,0.948310988,0.448170985,all,86350,0.948310988,1.016587718,0.448170985
BTH-T089,BTH-T086,0.9284992,0.452307549,all,87147,0.9284992,1.05516816,0.452307549
BTH-T089,BTH-T086,0.9284992,0.452307549,all,87147,0.9284992,1.05516816,0.452307549
BTH-T089,BTH-T099,0.923377405,0.337184438,all,64966,0.923377405,1.001164185,0.337184438
BTH-T089,BTH-T099,0.923377405,0.337184438,all,64966,0.923377405,1.001164185,0.337184438
BTH-T089,BTH-T094,0.920687773,0.442020636,all,85165,0.920687773,1.001468936,0.442020636
BTH-T089,BTH-T094,0.920687773,0.442020636,all,85165,0.920687773,1.001468936,0.442020636
BTH-T089,BTH-T070,0.918985221,0.404931697,all,78019,0.918985221,1.004752689,0.404931697
BTH-T089,BTH-T070,0.918985221,0.404931697,all,78019,0.918985221,1.004752689,0.404931697
BTH-T089,BTH-T065,0.918592005,0.502200631,all,96760,0.918592005,1.004887063,0.502200631
BTH-T089,BTH-T065,0.918592005,0.502200631,all,96760,0.918592005,1.004887063,0.502200631
BTH-T089,BTH-T069,0.916111845,0.451580925,all,87007,0.916111845,1.050843833,0.473154709
BTH-T089,BTH-T069,0.916111845,0.451580925,all,87007,0.916111845,1.050843833,0.473154709
BTH-T089,BTH-T093,0.916032242,0.326772961,all,62960,0.916032242,0.983684688,0.326772961
BTH-T089,BTH-T093,0.916032242,0.326772961,all,62960,0.916032242,0.983684688,0.326772961
BTH-T089,BTH-T098,0.914872858,0.296135401,all,57057,0.914872858,1.012872933,0.296135401
BTH-T089,BTH-T098,0.914872858,0.296135401,all,57057,0.914872858,1.012872933,0.296135401
BTH-T090,BTH-T091,0.949407759,0.492796047,all,94948,0.949407759,1.048116024,0.492796047
BTH-T090,BTH-T091,0.949407759,0.492796047,all,94948,0.949407759,1.048116024,0.492796047
BTH-T090,BTH-T092,0.944928679,0.534903878,all,103061,0.944928679,1.058967647,0.534903878
BTH-T090,BTH-T092,0.944928679,0.534903878,all,103061,0.944928679,1.058967647,0.534903878
BTH-T090,BTH-T093,0.937334392,0.384861319,all,74152,0.937334392,1.022824503,0.384861319
BTH-T090,BTH-T093,0.937334392,0.384861319,all,74152,0.937334392,1.022824503,0.384861319
BTH-T090,BTH-T068,0.929575855,0.455893954,all,87838,0.929575855,1.058090673,0.455893954
BTH-T090,BTH-T068,0.929575855,0.455893954,all,87838,0.929575855,1.058090673,0.455893954
BTH-T090,BTH-T069,0.927840793,0.360825652,all,69521,0.927840793,1.077957443,0.378063702
BTH-T090,BTH-T069,0.927840793,0.360825652,all,69521,0.927840793,1.077957443,0.378063702
BTH-T090,BTH-T067,0.924523243,0.467670445,all,90107,0.924523243,1.018879791,0.467670445
BTH-T090,BTH-T067,0.924523243,0.467670445,all,90107,0.924523243,1.018879791,0.467670445
BTH-T090,BTH-T073,0.9242258,0.355972845,all,68586,0.9242258,1.044208439,0.355972845
BTH-T090,BTH-T073,0.9242258,0.355972845,all,68586,0.9242258,1.044208439,0.355972845
BTH-T090,BTH-T076,0.921266325,0.492219939,all,94837,0.921266325,1.01014996,0.492219939
BTH-T090,BTH-T076,0.921266325,0.492219939,all,94837,0.921266325,1.01014996,0.492219939
BTH-T090,BTH-T098,0.920938097,0.305586697,all,58878,0.920938097,1.042972859,0.305586697
BTH-T090,BTH-T098,0.920938097,0.305586697,all,58878,0.920938097,1.042972859,0.305586697
BTH-T090,BTH-T072,0.919939971,0.309567555,all,59645,0.919939971,1.009050489,0.309567555
BTH-T090,BTH-T072,0.919939971,0.309567555,all,59645,0.919939971,1.009050489,0.309567555
BTH-T091,BTH-T092,0.953182797,0.52846288,all,101820,0.953182797,1.009729038,0.52846288
BTH-T091,BTH-T092,0.953182797,0.52846288,all,101820,0.953182797,1.009729038,0.52846288
BTH-T091,BTH-T090,0.949407759,0.492796047,all,94948,0.949407759,0.954092846,0.492796047
BTH-T091,BTH-T090,0.949407759,0.492796047,all,94948,0.949407759,0.954092846,0.492796047
BTH-T091,BTH-T093,0.939836197,0.370858246,all,71454,0.939836197,0.97351107,0.370858246
BTH-T091,BTH-T093,0.939836197,0.370858246,all,71454,0.939836197,0.97351107,0.370858246
BTH-T091,BTH-T094,0.928037585,0.439005149,all,84584,0.928037585,0.991083342,0.439005149
BTH-T091,BTH-T094,0.928037585,0.439005149,all,84584,0.928037585,0.991083342,0.439005149
BTH-T091,BTH-T076,0.923067121,0.48236381,all,92938,0.923067121,0.965118339,0.48236381
BTH-T091,BTH-T076,0.923067121,0.48236381,all,92938,0.923067121,0.965118339,0.48236381
BTH-T091,BTH-T098,0.922913585,0.317005066,all,61078,0.922913585,0.995798817,0.317005066
BTH-T091,BTH-T098,0.922913585,0.317005066,all,61078,0.922913585,0.995798817,0.317005066
BTH-T091,BTH-T068,0.921139485,0.444563818,all,85655,0.921139485,1.012104838,0.444563818
BTH-T091,BTH-T068,0.921139485,0.444563818,all,85655,0.921139485,1.012104838,0.444563818
BTH-T091,BTH-T077,0.91742808,0.512222845,all,87949,0.916671131,0.95923664,0.542416262
BTH-T091,BTH-T077,0.91742808,0.512222845,all,87949,0.916671131,0.95923664,0.542416262
BTH-T091,BTH-T073,0.91720223,0.346594212,all,66779,0.91720223,0.998307791,0.346594212
BTH-T091,BTH-T073,0.91720223,0.346594212,all,66779,0.91720223,0.998307791,0.346594212
BTH-T091,BTH-T069,0.915616796,0.386838773,all,74533,0.915616796,1.030421164,0.405319571
BTH-T091,BTH-T069,0.915616796,0.386838773,all,74533,0.915616796,1.030421164,0.405319571
BTH-T092,BTH-T093,0.960440922,0.422142294,all,81335,0.960440922,0.963332523,0.422142294
BTH-T092,BTH-T093,0.960440922,0.422142294,all,81335,0.960440922,0.963332523,0.422142294
BTH-T092,BTH-T091,0.953182797,0.52846288,all,101820,0.953182797,0.990364704,0.52846288
BTH-T092,BTH-T091,0.953182797,0.52846288,all,101820,0.953182797,0.990364704,0.52846288
BTH-T092,BTH-T090,0.944928679,0.534903878,all,103061,0.944928679,0.944315913,0.534903878
BTH-T092,BTH-T090,0.944928679,0.534903878,all,103061,0.944928679,0.944315913,0.534903878
BTH-T092,BTH-T094,0.935370389,0.470208437,all,90596,0.935370389,0.980113635,0.470208437
BTH-T092,BTH-T094,0.935370389,0.470208437,all,90596,0.935370389,0.980113635,0.470208437
BTH-T092,BTH-T098,0.934323555,0.331319548,all,63836,0.934323555,0.989581388,0.331319548
BTH-T092,BTH-T098,0.934323555,0.331319548,all,63836,0.934323555,0.989581388,0.331319548
BTH-T092,BTH-T101,0.925726992,0.273713876,all,52737,0.925726992,0.959218875,0.273713876
BTH-T092,BTH-T101,0.925726992,0.273713876,all,52737,0.925726992,0.959218875,0.273713876
BTH-T092,BTH-T076,0.922908064,0.528348696,all,101798,0.922908064,0.953658016,0.528348696
BTH-T092,BTH-T076,0.922908064,0.528348696,all,101798,0.922908064,0.953658016,0.528348696
BTH-T092,BTH-T068,0.920421769,0.491093672,all,94620,0.920421769,1.002687123,0.491093672
BTH-T092,BTH-T068,0.920421769,0.491093672,all,94620,0.920421769,1.002687123,0.491093672
BTH-T092,BTH-T077,0.918227592,0.542907117,all,93697,0.918352425,0.949372201,0.577866451
BTH-T092,BTH-T077,0.918227592,0.542907117,all,93697,0.918352425,0.949372201,0.577866451
BTH-T092,BTH-T067,0.916206146,0.502403048,all,96799,0.916206146,0.965216179,0.502403048
BTH-T092,BTH-T067,0.916206146,0.502403048,all,96799,0.916206146,0.965216179,0.502403048
BTH-T093,BTH-T092,0.960440922,0.422142294,all,81335,0.960440922,1.038063157,0.422142294
BTH-T093,BTH-T092,0.960440922,0.422142294,all,81335,0.960440922,1.038063157,0.422142294
BTH-T093,BTH-T094,0.949089656,0.394758969,all,76059,0.949089656,1.015460028,0.394758969
BTH-T093,BTH-T094,0.949089656,0.394758969,all,76059,0.949089656,1.015460028,0.394758969
BTH-T093,BTH-T098,0.940175074,0.217073576,all,41824,0.940175074,1.028371461,0.217073576
BTH-T093,BTH-T098,0.940175074,0.217073576,all,41824,0.940175074,1.028371461,0.217073576
BTH-T093,BTH-T091,0.939836197,0.370858246,all,71454,0.939836197,1.027209685,0.370858246
BTH-T093,BTH-T091,0.939836197,0.370858246,all,71454,0.939836197,1.027209685,0.370858246
BTH-T093,BTH-T090,0.937334392,0.384861319,all,74152,0.937334392,0.97768483,0.384861319
BTH-T093,BTH-T090,0.937334392,0.384861319,all,74152,0.937334392,0.97768483,0.384861319
BTH-T093,BTH-T101,0.931686319,0.274700008,all,52927,0.931686319,0.99800871,0.274700008
BTH-T093,BTH-T101,0.931686319,0.274700008,all,52927,0.931686319,0.99800871,0.274700008
BTH-T093,BTH-T099,0.924836777,0.207451005,all,39970,0.924836777,1.02082443,0.207451005
BTH-T093,BTH-T099,0.924836777,0.207451005,all,39970,0.924836777,1.02082443,0.207451005
BTH-T093,BTH-T076,0.923477537,0.413739412,all,79716,0.923477537,0.99068915,0.413739412
BTH-T093,BTH-T076,0.923477537,0.413739412,all,79716,0.923477537,0.99068915,0.413739412
BTH-T093,BTH-T100,0.922850089,0.233977952,all,34933,0.931103523,1.032465587,0.234388314
BTH-T093,BTH-T100,0.922850089,0.233977952,all,34933,0.931103523,1.032465587,0.234388314
BTH-T093,BTH-T077,0.920444086,0.442015446,all,75547,0.920277865,0.986015603,0.465928224
BTH-T093,BTH-T077,0.920444086,0.442015446,all,75547,0.920277865,0.986015603,0.465928224
BTH-T094,BTH-T093,0.949089656,0.394758969,all,76059,0.949089656,0.984775346,0.394758969
BTH-T094,BTH-T093,0.949089656,0.394758969,all,76059,0.949089656,0.984775346,0.394758969
BTH-T094,BTH-T092,0.935370389,0.470208437,all,90596,0.935370389,1.020289856,0.470208437
BTH-T094,BTH-T092,0.935370389,0.470208437,all,90596,0.935370389,1.020289856,0.470208437
BTH-T094,BTH-T098,0.935078092,0.253576026,all,48857,0.935078092,1.012742371,0.253576026
BTH-T094,BTH-T098,0.935078092,0.253576026,all,48857,0.935078092,1.012742371,0.253576026
BTH-T094,BTH-T099,0.932791398,0.2605049,all,50192,0.932791398,1.005783642,0.2605049
BTH-T094,BTH-T099,0.932791398,0.2605049,all,50192,0.932791398,1.005783642,0.2605049
BTH-T094,BTH-T100,0.93084925,0.25091347,all,37592,0.938082514,1.012307402,0.252229282
BTH-T094,BTH-T100,0.93084925,0.25091347,all,37592,0.938082514,1.012307402,0.252229282
BTH-T094,BTH-T077,0.929262336,0.524855713,all,89027,0.927701804,0.966492381,0.549064714
BTH-T094,BTH-T077,0.929262336,0.524855713,all,89027,0.927701804,0.966492381,0.549064714
BTH-T094,BTH-T101,0.928702136,0.258620869,all,49829,0.928702136,0.979514722,0.258620869
BTH-T094,BTH-T101,0.928702136,0.258620869,all,49829,0.928702136,0.979514722,0.258620869
BTH-T094,BTH-T091,0.928037585,0.439005149,all,84584,0.928037585,1.008996881,0.439005149
BTH-T094,BTH-T091,0.928037585,0.439005149,all,84584,0.928037585,1.008996881,0.439005149
BTH-T094,BTH-T102,0.924974068,0.305166293,all,58797,0.924974068,1.015404488,0.305166293
BTH-T094,BTH-T102,0.924974068,0.305166293,all,58797,0.924974068,1.015404488,0.305166293
BTH-T094,BTH-T089,0.920687773,0.442020636,all,85165,0.920687773,0.998533219,0.442020636
BTH-T094,BTH-T089,0.920687773,0.442020636,all,85165,0.920687773,0.998533219,0.442020636
BTH-T095,BTH-T096,0.957654385,0.224500706,all,42413,0.959839937,0.953968686,0.236385525
BTH-T095,BTH-T096,0.957654385,0.224500706,all,42413,0.959839937,0.953968686,0.236385525
BTH-T095,BTH-T082,0.935788075,0.427036622,all,77919,0.938917196,0.917495637,0.434275427
BTH-T095,BTH-T082,0.935788075,0.427036622,all,77919,0.938917196,0.917495637,0.434275427
BTH-T095,BTH-T108,0.933244198,0.446115678,all,81639,0.936137394,0.994651241,0.455008555
BTH-T095,BTH-T108,0.933244198,0.446115678,all,81639,0.936137394,0.994651241,0.455008555
BTH-T095,BTH-T098,0.925255825,0.281701545,all,53040,0.927691507,0.979763773,0.295614275
BTH-T095,BTH-T098,0.925255825,0.281701545,all,53040,0.927691507,0.979763773,0.295614275
BTH-T095,BTH-T109,0.919651102,0.390689877,all,70995,0.922673911,0.949908283,0.395685057
BTH-T095,BTH-T109,0.919651102,0.390689877,all,70995,0.922673911,0.949908283,0.395685057
BTH-T095,BTH-T086,0.918458844,0.420663096,all,76769,0.92140277,1.011139231,0.427865993
BTH-T095,BTH-T086,0.918458844,0.420663096,all,76769,0.92140277,1.011139231,0.427865993
BTH-T095,BTH-T110,0.917660135,0.42047106,all,76567,0.92012026,0.960151959,0.426740162
BTH-T095,BTH-T110,0.917660135,0.42047106,all,76567,0.92012026,0.960151959,0.426740162
BTH-T095,BTH-T078,0.915538658,0.433202541,all,78952,0.918559048,0.922025015,0.440032772
BTH-T095,BTH-T078,0.915538658,0.433202541,all,78952,0.918559048,0.922025015,0.440032772
BTH-T095,BTH-T081,0.91479763,0.392833416,all,73115,0.916704528,0.957023262,0.407500711
BTH-T095,BTH-T081,0.91479763,0.392833416,all,73115,0.916704528,0.957023262,0.407500711
BTH-T095,BTH-T083,0.913564835,0.337802068,all,59417,0.916188219,0.947438754,0.366448135
BTH-T095,BTH-T083,0.913564835,0.337802068,all,59417,0.916188219,0.947438754,0.366448135
BTH-T096,BTH-T095,0.957654385,0.224500706,all,42413,0.959839937,1.048252437,0.236385525
BTH-T096,BTH-T095,0.957654385,0.224500706,all,42413,0.959839937,1.048252437,0.236385525
BTH-T096,BTH-T082,0.931795929,0.405378052,all,78105,0.931795929,0.967999029,0.405378052
BTH-T096,BTH-T082,0.931795929,0.405378052,all,78105,0.931795929,0.967999029,0.405378052
BTH-T096,BTH-T108,0.930806347,0.463648065,all,89332,0.930806347,1.041774067,0.463648065
BTH-T096,BTH-T108,0.930806347,0.463648065,all,89332,0.930806347,1.041774067,0.463648065
BTH-T096,BTH-T098,0.930309737,0.277398896,all,53447,0.930309737,1.027838181,0.277398896
BTH-T096,BTH-T098,0.930309737,0.277398896,all,53447,0.930309737,1.027838181,0.277398896
BTH-T096,BTH-T109,0.928932955,0.41182424,all,79347,0.928932955,0.992735431,0.41182424
BTH-T096,BTH-T109,0.928932955,0.41182424,all,79347,0.928932955,0.992735431,0.41182424
BTH-T096,BTH-T110,0.92842423,0.359554061,all,69276,0.92842423,1.004385236,0.359554061
BTH-T096,BTH-T110,0.92842423,0.359554061,all,69276,0.92842423,1.004385236,0.359554061
BTH-T096,BTH-T086,0.928068413,0.354036912,all,68213,0.928068413,1.057900569,0.354036912
BTH-T096,BTH-T086,0.928068413,0.354036912,all,68213,0.928068413,1.057900569,0.354036912
BTH-T096,BTH-T111,0.926227521,0.413329389,all,79637,0.926227521,1.004257105,0.413329389
BTH-T096,BTH-T111,0.926227521,0.413329389,all,79637,0.926227521,1.004257105,0.413329389
BTH-T096,BTH-T097,0.924045382,0.354171857,all,66686,0.923849094,1.059690823,0.380211184
BTH-T096,BTH-T097,0.924045382,0.354171857,all,66686,0.923849094,1.059690823,0.380211184
BTH-T096,BTH-T083,0.919861345,0.383013619,all,71991,0.919385287,0.99973404,0.410457718
BTH-T096,BTH-T083,0.919861345,0.383013619,all,71991,0.919385287,0.99973404,0.410457718
BTH-T097,BTH-T110,0.925878937,0.573539487,all,107899,0.925288649,0.94725769,0.615187694
BTH-T097,BTH-T110,0.925878937,0.573539487,all,107899,0.925288649,0.94725769,0.615187694
BTH-T097,BTH-T111,0.924255044,0.578506477,all,108871,0.923443114,0.948213888,0.620729566
BTH-T097,BTH-T111,0.924255044,0.578506477,all,108871,0.923443114,0.948213888,0.620729566
BTH-T097,BTH-T096,0.924045382,0.354171857,all,66686,0.923849094,0.943671473,0.380211184
BTH-T097,BTH-T096,0.924045382,0.354171857,all,66686,0.923849094,0.943671473,0.380211184
BTH-T097,BTH-T112,0.920050827,0.524917995,all,98690,0.919735324,0.953278685,0.562682448
BTH-T097,BTH-T112,0.920050827,0.524917995,all,98690,0.919735324,0.953278685,0.562682448
BTH-T097,BTH-T109,0.917845742,0.606673518,all,114006,0.91736095,0.935125591,0.650006842
BTH-T097,BTH-T109,0.917845742,0.606673518,all,114006,0.91736095,0.935125591,0.650006842
BTH-T097,BTH-T113,0.914352282,0.609284172,all,114746,0.913165775,0.97869102,0.654225962
BTH-T097,BTH-T113,0.914352282,0.609284172,all,114746,0.913165775,0.97869102,0.654225962
BTH-T097,BTH-T085,0.914286569,0.52537992,all,98774,0.913478607,0.977266552,0.563161376
BTH-T097,BTH-T085,0.914286569,0.52537992,all,98774,0.913478607,0.977266552,0.563161376
BTH-T097,BTH-T099,0.91410094,0.279111651,all,51841,0.91278547,0.958764417,0.295572204
BTH-T097,BTH-T099,0.91410094,0.279111651,all,51841,0.91278547,0.958764417,0.295572204
BTH-T097,BTH-T095,0.910969559,0.362081672,all,63374,0.913315339,0.986649665,0.390852519
BTH-T097,BTH-T095,0.910969559,0.362081672,all,63374,0.913315339,0.986649665,0.390852519
BTH-T097,BTH-T083,0.910489272,0.592976665,all,111667,0.909930789,0.941523619,0.636671
BTH-T097,BTH-T083,0.910489272,0.592976665,all,111667,0.909930789,0.941523619,0.636671
BTH-T098,BTH-T093,0.940175074,0.217073576,all,41824,0.940175074,0.972411272,0.217073576
BTH-T098,BTH-T093,0.940175074,0.217073576,all,41824,0.940175074,0.972411272,0.217073576
BTH-T098,BTH-T099,0.937037679,0.214629007,all,41353,0.937037679,0.991708528,0.214629007
BTH-T098,BTH-T099,0.937037679,0.214629007,all,41353,0.937037679,0.991708528,0.214629007
BTH-T098,BTH-T114,0.936708923,0.225601021,all,43467,0.936708923,0.99045333,0.225601021
BTH-T098,BTH-T114,0.936708923,0.225601021,all,43467,0.936708923,0.99045333,0.225601021
BTH-T098,BTH-T094,0.935078092,0.253576026,all,48857,0.935078092,0.987417954,0.253576026
BTH-T098,BTH-T094,0.935078092,0.253576026,all,48857,0.935078092,0.987417954,0.253576026
BTH-T098,BTH-T092,0.934323555,0.331319548,all,63836,0.934323555,1.010528303,0.331319548
BTH-T098,BTH-T092,0.934323555,0.331319548,all,63836,0.934323555,1.010528303,0.331319548
BTH-T098,BTH-T111,0.930437633,0.287203122,all,55336,0.930437633,0.982940165,0.287203122
BTH-T098,BTH-T111,0.930437633,0.287203122,all,55336,0.930437633,0.982940165,0.287203122
BTH-T098,BTH-T096,0.930309737,0.277398896,all,53447,0.930309737,0.972915794,0.277398896
BTH-T098,BTH-T096,0.930309737,0.277398896,all,53447,0.930309737,0.972915794,0.277398896
BTH-T098,BTH-T100,0.930138674,0.226649435,all,33444,0.935763104,0.999404012,0.224397641
BTH-T098,BTH-T100,0.930138674,0.226649435,all,33444,0.935763104,0.999404012,0.224397641
BTH-T098,BTH-T113,0.925429739,0.21071562,all,40599,0.925429739,1.01809486,0.21071562
BTH-T098,BTH-T113,0.925429739,0.21071562,all,40599,0.925429739,1.01809486,0.21071562
BTH-T098,BTH-T095,0.925255825,0.281701545,all,53040,0.927691507,1.02065419,0.295614275
BTH-T098,BTH-T095,0.925255825,0.281701545,all,53040,0.927691507,1.02065419,0.295614275
BTH-T099,BTH-T098,0.937037679,0.214629007,all,41353,0.937037679,1.008360795,0.214629007
BTH-T099,BTH-T098,0.937037679,0.214629007,all,41353,0.937037679,1.008360795,0.214629007
BTH-T099,BTH-T094,0.932791398,0.2605049,all,50192,0.932791398,0.994249616,0.2605049
BTH-T099,BTH-T094,0.932791398,0.2605049,all,50192,0.932791398,0.994249616,0.2605049
BTH-T099,BTH-T093,0.924836777,0.207451005,all,39970,0.924836777,0.979600381,0.207451005
BTH-T099,BTH-T093,0.924836777,0.207451005,all,39970,0.924836777,0.979600381,0.207451005
BTH-T099,BTH-T089,0.923377405,0.337184438,all,64966,0.923377405,0.998837169,0.337184438
BTH-T099,BTH-T089,0.923377405,0.337184438,all,64966,0.923377405,0.998837169,0.337184438
BTH-T099,BTH-T117,0.922359195,0.266810953,all,51407,0.922359195,0.981377705,0.266810953
BTH-T099,BTH-T117,0.922359195,0.266810953,all,51407,0.922359195,0.981377705,0.266810953
BTH-T099,BTH-T114,0.921327535,0.283876225,all,54695,0.921327535,1.010617252,0.283876225
BTH-T099,BTH-T114,0.921327535,0.283876225,all,54695,0.921327535,1.010617252,0.283876225
BTH-T099,BTH-T100,0.921025277,0.266463212,all,39289,0.923878112,1.003227705,0.263615564
BTH-T099,BTH-T100,0.921025277,0.266463212,all,39289,0.923878112,1.003227705,0.263615564
BTH-T099,BTH-T112,0.919077179,0.243751038,all,43736,0.918232932,1.007959945,0.24936143
BTH-T099,BTH-T112,0.919077179,0.243751038,all,43736,0.918232932,1.007959945,0.24936143
BTH-T099,BTH-T116,0.918888365,0.223052649,all,42976,0.918888365,0.982660786,0.223052649
BTH-T099,BTH-T116,0.918888365,0.223052649,all,42976,0.918888365,0.982660786,0.223052649
BTH-T099,BTH-T103,0.917230617,0.162421109,all,27224,0.9152212,1.003477315,0.167752192
BTH-T099,BTH-T103,0.917230617,0.162421109,all,27224,0.9152212,1.003477315,0.167752192
BTH-T100,BTH-T103,0.934791556,0.218910895,all,30927,0.946119406,0.993720882,0.234724004
BTH-T100,BTH-T103,0.934791556,0.218910895,all,30927,0.946119406,0.993720882,0.234724004
BTH-T100,BTH-T101,0.933542233,0.323581008,all,48528,0.944927331,0.959581832,0.325606049
BTH-T100,BTH-T101,0.933542233,0.323581008,all,48528,0.944927331,0.959581832,0.325606049
BTH-T100,BTH-T102,0.932332963,0.230106087,all,34853,0.935247121,1.001339256,0.233851542
BTH-T100,BTH-T102,0.932332963,0.230106087,all,34853,0.935247121,1.001339256,0.233851542
BTH-T100,BTH-T094,0.93084925,0.25091347,all,37592,0.938082514,0.987842229,0.252229282
BTH-T100,BTH-T094,0.93084925,0.25091347,all,37592,0.938082514,0.987842229,0.252229282
BTH-T100,BTH-T098,0.930138674,0.226649435,all,33444,0.935763104,1.000596343,0.224397641
BTH-T100,BTH-T098,0.930138674,0.226649435,all,33444,0.935763104,1.000596343,0.224397641
BTH-T100,BTH-T117,0.927363242,0.294433026,all,43181,0.931116162,0.970167591,0.289729534
BTH-T100,BTH-T117,0.927363242,0.294433026,all,43181,0.931116162,0.970167591,0.289729534
BTH-T100,BTH-T093,0.922850089,0.233977952,all,34933,0.931103523,0.968555284,0.234388314
BTH-T100,BTH-T093,0.922850089,0.233977952,all,34933,0.931103523,0.968555284,0.234388314
BTH-T100,BTH-T099,0.921025277,0.266463212,all,39289,0.923878112,0.99678268,0.263615564
BTH-T100,BTH-T099,0.921025277,0.266463212,all,39289,0.923878112,0.99678268,0.263615564
BTH-T100,BTH-T104,0.919497384,0.280180825,all,41840,0.925426169,0.985452869,0.280731889
BTH-T100,BTH-T104,0.919497384,0.280180825,all,41840,0.925426169,0.985452869,0.280731889
BTH-T100,BTH-T119,0.916663328,0.245873817,all,38138,0.921949325,0.970708159,0.255892753
BTH-T100,BTH-T119,0.916663328,0.245873817,all,38138,0.921949325,0.970708159,0.255892753
BTH-T101,BTH-T102,0.947560776,0.272790027,all,52559,0.947560776,1.031877771,0.272790027
BTH-T101,BTH-T102,0.947560776,0.272790027,all,52559,0.947560776,1.031877771,0.272790027
BTH-T101,BTH-T104,0.941992244,0.173237419,all,33378,0.941992244,1.035908069,0.173237419
BTH-T101,BTH-T104,0.941992244,0.173237419,all,33378,0.941992244,1.035908069,0.173237419
BTH-T101,BTH-T103,0.940975423,0.195508429,all,33112,0.939999345,1.043285124,0.204033595
BTH-T101,BTH-T103,0.940975423,0.195508429,all,33112,0.939999345,1.043285124,0.204033595
BTH-T101,BTH-T100,0.933542233,0.323581008,all,48528,0.944927331,1.042120606,0.325606049
BTH-T101,BTH-T100,0.933542233,0.323581008,all,48528,0.944927331,1.042120606,0.325606049
BTH-T101,BTH-T093,0.931686319,0.274700008,all,52927,0.931686319,1.001995264,0.274700008
BTH-T101,BTH-T093,0.931686319,0.274700008,all,52927,0.931686319,1.001995264,0.274700008
BTH-T101,BTH-T117,0.93012808,0.187292393,all,36086,0.93012808,1.025762932,0.187292393
BTH-T101,BTH-T117,0.93012808,0.187292393,all,36086,0.93012808,1.025762932,0.187292393
BTH-T101,BTH-T094,0.928702136,0.258620869,all,49829,0.928702136,1.020913701,0.258620869
BTH-T101,BTH-T094,0.928702136,0.258620869,all,49829,0.928702136,1.020913701,0.258620869
BTH-T101,BTH-T092,0.925726992,0.273713876,all,52737,0.925726992,1.042514932,0.273713876
BTH-T101,BTH-T092,0.925726992,0.273713876,all,52737,0.925726992,1.042514932,0.273713876
BTH-T101,BTH-T107,0.921190885,0.273495889,all,52695,0.921190885,0.980355747,0.273495889
BTH-T101,BTH-T107,0.921190885,0.273495889,all,52695,0.921190885,0.980355747,0.273495889
